frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
102,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00103.jpg,0.900428,1,1,1,1,1,1,1,1.829432,0.900428,0.929005,21,0.962412,0.962412,0.001880,1.038328,4,29,1,1,1,4,8.814281,8.814281,12.509,0.808926,12.657,701.270,739.510
103,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00104.jpg,0.816926,1,1,1,1,1,2,1,1.740832,0.816926,0.923906,22,0.963186,0.963186,0.004456,1.028387,4,30,1,1,1,4,11.699414,11.699414,12.243,0.703557,12.627,307.760,344.509
104,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00105.jpg,0.885693,1,1,1,1,1,1,1,1.789899,0.885693,0.904206,23,0.951311,0.951311,0.005475,1.034148,4,31,1,1,1,4,10.168631,10.168631,12.423,0.791001,12.401,343.558,381.765
105,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00106.jpg,0.885632,1,1,1,1,1,1,1,1.885539,0.885632,0.999907,24,0.999933,0.999933,0.000005,1.000005,4,32,1,1,1,4,9.841869,9.841869,12.453,0.792054,12.615,748.734,785.697
106,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00107.jpg,0.738372,0,0,0,1,0,2,1,1.648465,0.738372,0.910093,0,,,0.005195,1.019668,4,32,1,1,1,4,11.574070,11.574070,12.481,0.588423,12.785,556.515,595.112
107,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00108.jpg,0.821324,0,0,1,1,0,2,1,1.748990,0.821324,0.927666,1,0.958731,,0.004047,1.018625,4,32,1,1,1,4,8.227798,8.227798,12.410,0.709626,12.510,688.181,725.046
108,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00109.jpg,0.890947,1,1,1,1,1,2,1,1.765635,0.890947,0.874688,2,0.928497,0.928497,0.007490,1.031953,4,32,1,1,1,4,9.605124,9.605124,12.682,0.810676,13.489,722.663,761.958
109,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00110.jpg,0.846023,1,1,1,1,1,1,1,1.673950,0.846023,0.827927,3,0.911334,0.911334,0.011919,1.050924,4,32,1,1,1,4,11.235113,11.235113,12.434,0.761397,14.603,381.091,420.479
110,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00111.jpg,0.856263,1,1,1,1,1,1,1,1.604994,0.856263,0.748732,4,0.877479,0.877479,0.013905,1.124453,4,32,1,1,1,4,13.026236,13.026236,12.668,0.749168,12.295,624.678,661.280
111,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00112.jpg,0.880840,1,1,1,1,1,2,1,1.782936,0.880840,0.902096,5,0.936555,0.936555,0.004134,1.024698,4,32,1,1,1,4,10.537688,10.537688,12.504,0.790399,12.467,468.574,508.814
112,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00113.jpg,0.900349,1,1,1,1,1,2,1,1.829295,0.900349,0.928947,6,0.958765,0.958765,0.002752,1.026371,4,32,1,1,1,4,11.184063,11.184063,12.668,0.813030,14.824,572.249,611.832
113,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00114.jpg,0.896858,1,1,1,1,1,1,1,1.758599,0.896858,0.861741,7,0.923894,0.923894,0.007408,1.047097,4,32,1,1,1,4,10.359142,10.359142,12.535,0.819112,12.836,505.728,545.256
114,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00115.jpg,0.905200,1,1,1,1,1,2,1,1.785681,0.905200,0.880481,8,0.933097,0.933097,0.005835,1.042047,4,32,1,1,1,4,11.405899,11.405899,12.836,0.833668,15.349,580.310,622.712
115,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00116.jpg,0.905165,1,1,1,1,1,2,1,1.905035,0.905165,0.999870,9,0.999928,0.999928,0.000005,1.000047,4,32,1,1,1,4,11.371479,11.371479,12.562,0.833934,12.836,464.719,502.235
116,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00117.jpg,0.901698,1,1,1,1,1,2,1,1.852051,0.901698,0.950353,10,0.963149,0.963149,0.002445,1.001607,4,32,1,1,1,4,11.987830,11.987830,12.296,0.836747,12.554,819.339,856.607
117,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00118.jpg,0.901598,1,1,1,1,1,2,1,1.901451,0.901598,0.999853,11,0.999931,0.999931,0.000007,1.000065,4,32,1,1,1,4,11.519773,11.519773,12.511,0.836732,12.471,358.311,397.679
118,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00119.jpg,0.909134,1,1,1,1,1,2,1,1.819262,0.909134,0.910128,12,0.952933,0.952933,0.004658,1.033219,4,32,1,1,1,4,10.334804,10.334804,13.010,0.841973,13.344,451.832,490.010
119,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00120.jpg,0.909089,1,1,1,1,1,2,1,1.908902,0.909089,0.999813,13,0.999909,0.999909,0.000012,1.000055,4,32,1,1,1,4,9.885277,9.885277,12.312,0.841836,12.379,438.999,475.569
120,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00121.jpg,0.909335,1,1,1,1,1,2,1,1.850865,0.909335,0.941530,14,0.971895,0.971895,0.002521,1.028311,4,32,1,1,1,4,9.523417,9.523417,12.274,0.845112,12.283,581.287,617.918
121,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00122.jpg,0.820356,1,1,1,1,1,2,1,1.692065,0.820356,0.871709,15,0.921789,0.921789,0.004490,1.048918,4,32,1,1,1,4,9.332546,9.332546,12.112,0.735488,18.574,513.195,555.875
122,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00123.jpg,0.820228,1,1,1,1,1,2,1,1.820131,0.820228,0.999903,16,0.999956,0.999956,0.000005,1.000044,4,32,1,1,1,4,10.642385,10.642385,14.386,0.736523,12.104,583.634,623.090
123,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00124.jpg,0.851027,1,1,1,1,1,2,1,1.513788,0.851027,0.662761,17,0.737146,0.737146,0.020030,1.001264,4,32,1,1,1,4,10.877824,10.877824,11.808,0.766259,16.964,600.603,643.095
124,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00125.jpg,0.858797,1,1,1,1,1,1,1,1.473830,0.858797,0.615033,18,0.710403,0.710403,0.022107,1.039986,4,32,1,1,1,4,11.590391,11.590391,12.223,0.758895,12.192,518.958,555.374
125,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00126.jpg,0.858039,1,1,1,1,1,1,1,1.767578,0.858039,0.909539,19,0.954003,0.954003,0.003569,1.043924,4,32,1,1,1,4,11.228372,11.228372,12.143,0.754724,12.182,377.694,413.536
126,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00127.jpg,0.857955,1,1,1,1,1,1,1,1.857641,0.857955,0.999686,20,0.999853,0.999853,0.000014,1.000147,4,32,1,1,1,4,11.000406,11.000406,12.284,0.755511,12.261,504.587,542.179
127,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00128.jpg,0.865732,1,1,1,1,1,2,1,1.829350,0.865732,0.963619,21,0.980698,0.980698,0.000870,1.019682,4,32,1,1,1,4,10.205066,10.205066,12.169,0.768002,12.319,274.326,310.745
128,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00129.jpg,0.851469,1,1,1,1,1,2,1,1.762559,0.851469,0.911090,22,0.955858,0.955858,0.005098,1.032858,4,32,1,1,1,4,9.741548,9.741548,12.318,0.750734,12.266,456.128,493.910
129,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00130.jpg,0.780635,0,0,0,1,0,2,1,1.597234,0.780635,0.816599,0,,,0.008206,1.097789,4,32,1,1,1,4,9.496165,9.496165,12.250,0.679734,12.511,433.708,472.351
130,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00131.jpg,0.745162,0,0,0,1,0,1,1,1.505394,0.745162,0.760233,0,,,0.013799,1.062598,4,32,1,1,1,4,9.703940,9.703940,11.948,0.659708,11.996,602.485,639.385
131,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00132.jpg,0.611236,0,0,0,1,0,2,1,1.419224,0.611236,0.807987,0,,,0.009270,1.018756,4,32,1,1,1,4,10.428734,10.428734,12.001,0.627958,13.826,376.820,415.658
132,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00133.jpg,0.462653,0,0,0,1,0,2,1,0.809898,0.462653,0.347246,0,,,0.044392,1.447956,4,32,1,1,1,4,9.413246,9.413246,12.174,0.514442,12.365,804.994,843.117
133,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00134.jpg,0.838903,0,0,1,1,0,2,1,1.083144,0.838903,0.244241,1,0.572559,,0.066529,1.541193,4,32,1,1,1,4,9.711475,9.711475,11.984,0.774906,12.445,507.369,543.547
134,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00135.jpg,0.717515,0,0,0,1,0,2,1,1.651195,0.717515,0.933680,0,,,0.003102,1.003837,4,32,1,1,1,4,9.618792,9.618792,12.552,0.643956,12.768,643.501,682.103
135,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00136.jpg,0.722134,0,0,0,1,0,2,1,1.707081,0.722134,0.984947,0,,,0.000513,1.005576,4,32,1,1,1,4,9.486812,9.486812,12.325,0.648924,13.335,548.945,586.447
136,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00137.jpg,0.700161,0,0,0,1,0,2,1,1.549499,0.700161,0.849338,0,,,0.008893,1.053651,4,32,1,1,1,4,10.412387,10.412387,13.210,0.623624,15.136,494.520,536.670
137,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00138.jpg,0.747663,0,0,0,1,0,2,1,1.624224,0.747663,0.876561,0,,,0.006390,1.036896,4,32,1,1,1,4,8.867594,8.867594,12.241,0.683245,12.494,652.345,692.534
138,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00139.jpg,0.784512,0,0,0,1,0,2,1,1.700537,0.784512,0.916026,0,,,0.001282,1.037425,4,32,1,1,1,4,9.227987,9.227987,12.981,0.718286,12.485,544.067,581.170
139,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00140.jpg,0.784525,0,0,0,1,0,2,1,1.784082,0.784525,0.999557,0,,,0.000025,1.000168,4,32,1,1,1,4,9.417310,9.417310,12.078,0.722633,12.532,339.129,376.873
140,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00141.jpg,0.772788,0,0,0,1,0,2,1,1.712353,0.772788,0.939564,0,,,0.003875,1.014400,4,32,1,1,1,4,9.008084,9.008084,12.087,0.717954,12.342,376.597,412.706
141,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00142.jpg,0.755618,0,0,0,1,0,2,1,1.715625,0.755618,0.960007,0,,,0.001186,1.019859,4,32,1,1,1,4,9.104478,9.104478,12.235,0.697423,12.647,628.545,670.525
142,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00143.jpg,0.797389,0,0,0,1,0,2,1,1.556583,0.797389,0.759195,0,,,0.011993,1.130486,4,32,1,1,1,4,9.064128,9.064128,13.069,0.748428,12.323,500.198,538.146
143,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00144.jpg,0.721631,0,0,0,1,0,2,1,1.439652,0.721631,0.718021,0,,,0.013602,1.144068,4,32,1,1,1,4,8.882645,8.882645,12.463,0.641811,12.547,435.241,473.720
144,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00145.jpg,0.708409,0,0,0,1,0,2,1,1.495636,0.708409,0.787228,0,,,0.014757,1.075995,4,32,1,1,1,4,9.259725,9.259725,12.218,0.634614,12.535,384.522,420.994
145,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00146.jpg,0.625793,0,0,0,1,0,2,2,1.416104,0.625793,0.790310,0,,,0.009954,1.088665,4,32,1,1,1,4,8.984168,8.984168,12.174,0.557598,12.750,334.177,372.772
146,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00147.jpg,0.678479,0,0,0,0,0,2,1,0.678479,0.678479,0.000000,0,,,0.448198,4.579928,4,32,1,1,1,4,8.539148,8.539148,12.962,0.560727,12.344,511.187,548.471
147,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00148.jpg,0.645601,0,0,0,1,0,2,1,1.579683,0.645601,0.934082,0,,,0.004479,1.017063,4,32,1,1,1,4,8.934648,8.934648,12.058,0.550920,12.900,511.865,549.978
148,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00149.jpg,0.645564,0,0,0,1,0,2,1,1.645387,0.645564,0.999823,0,,,0.000014,1.000055,4,32,1,1,1,4,8.577265,8.577265,12.118,0.554703,12.230,623.002,660.322
149,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00150.jpg,0.692268,0,0,0,1,0,2,2,1.421482,0.692268,0.729215,0,,,0.031130,1.081055,4,32,1,1,1,4,8.638089,8.638089,12.041,0.690334,12.381,525.560,563.043
150,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00151.jpg,0.621020,0,0,0,1,0,2,1,1.540478,0.621020,0.919458,0,,,0.004651,1.036346,4,32,1,1,1,4,8.068823,8.068823,12.145,0.530245,16.336,363.469,403.595
151,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00152.jpg,0.530631,0,0,0,1,0,2,1,1.162124,0.530631,0.631494,0,,,0.041614,1.138374,4,32,1,1,1,4,8.270151,8.270151,12.029,0.448550,16.293,642.164,681.853
152,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00153.jpg,0.415956,0,0,0,1,0,2,2,1.042635,0.415956,0.626680,0,,,0.046819,1.081528,4,32,1,1,1,4,8.075415,8.075415,12.549,0.555644,12.189,613.173,650.070
153,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00154.jpg,0.508585,0,0,0,1,0,2,2,1.211754,0.508585,0.703169,0,,,0.036113,1.059530,4,32,1,1,1,4,8.454252,8.454252,12.155,0.585319,12.718,625.739,663.028
154,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00155.jpg,0.504481,0,0,0,1,0,2,1,1.357115,0.504481,0.852634,0,,,0.015636,1.047155,4,32,1,1,1,4,8.788980,8.788980,12.776,0.442368,12.232,462.971,499.812
155,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00156.jpg,0.409115,0,0,0,0,0,2,1,0.409115,0.409115,0.000000,0,,,0.278619,4.000405,4,32,1,1,1,4,8.048629,8.048629,12.004,0.277945,12.414,470.501,507.967
156,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00157.jpg,0.466636,0,0,0,0,0,2,1,0.466636,0.466636,0.000000,0,,,0.179182,19.492876,4,32,1,1,1,4,7.932615,7.932615,12.277,0.486750,12.355,452.279,488.441
157,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00158.jpg,0.311307,0,0,0,0,0,1,1,0.311307,0.311307,0.000000,0,,,0.520168,2.498390,4,32,1,1,1,4,7.632335,7.632335,12.158,0.236539,12.296,571.952,608.140
158,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00159.jpg,0.330670,0,0,0,1,0,2,1,0.886307,0.330670,0.555637,0,,,0.015427,1.302528,4,32,1,1,1,4,8.476658,8.476658,12.018,0.309335,12.156,424.066,461.326
159,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00160.jpg,0.301683,0,0,0,1,0,2,1,0.395218,0.301683,0.093535,0,,,0.054067,2.096818,4,32,1,1,1,4,7.922279,7.922279,11.993,0.334603,12.321,340.839,376.663
160,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00161.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,8.034770,8.034770,12.168,0.178116,12.417,499.584,535.798
161,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00162.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,8.623291,8.623291,12.235,0.179403,12.434,309.127,347.030
162,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00163.jpg,0.711752,0,0,0,1,0,1,1,0.711752,0.711752,0.000000,0,,,,,4,32,1,1,1,4,7.958808,7.958808,11.987,0.463005,12.012,612.405,648.422
163,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00164.jpg,0.547511,0,0,0,1,0,1,1,1.274728,0.547511,0.727217,0,,,0.032737,1.084918,4,32,1,1,1,4,7.935007,7.935007,11.535,0.384999,11.870,529.238,566.356
164,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00165.jpg,0.547673,0,0,0,1,0,1,1,1.547661,0.547673,0.999988,0,,,0.000001,1.000003,4,32,1,1,1,4,7.671198,7.671198,11.832,0.387614,11.935,498.530,535.198
165,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00166.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,8.433428,8.433428,11.682,0.261361,11.998,492.292,529.412
166,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00167.jpg,0.266478,0,0,0,1,0,1,1,0.266478,0.266478,0.000000,0,,,,,4,32,1,1,1,4,8.054215,8.054215,15.357,0.215717,12.316,391.093,433.669
167,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00168.jpg,0.266492,0,0,0,1,0,1,1,1.266401,0.266492,0.999908,0,,,0.000007,1.000014,4,32,1,1,1,4,7.629921,7.629921,11.942,0.216930,12.012,453.677,489.090
168,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00169.jpg,0.271855,0,0,0,1,0,2,2,0.875235,0.271855,0.603379,0,,,0.020289,1.198738,4,32,1,1,1,4,7.752416,7.752416,12.227,0.522351,12.322,442.502,480.447
169,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00170.jpg,0.271704,0,0,0,1,0,2,2,1.270614,0.271704,0.998910,0,,,0.000104,1.000284,4,32,1,1,1,4,7.673623,7.673623,12.270,0.524745,12.485,462.085,499.049
170,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00171.jpg,0.272045,0,0,0,1,0,1,1,1.177223,0.272045,0.905179,0,,,0.009056,1.027125,4,32,1,1,1,4,8.521774,8.521774,12.938,0.276070,12.564,538.154,576.939
171,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00172.jpg,0.301870,0,0,0,0,0,2,1,0.301870,0.301870,0.000000,0,,,0.562170,8.502704,4,32,1,1,1,4,7.820509,7.820509,14.543,0.323593,13.447,503.794,543.093
172,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00173.jpg,0.696113,0,0,0,0,0,1,1,0.696113,0.696113,0.000000,0,,,0.216059,1.497521,4,32,1,1,1,4,7.970513,7.970513,11.816,0.452239,11.803,585.669,620.633
173,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00174.jpg,0.356904,0,0,0,1,0,1,1,1.332163,0.356904,0.975259,0,,,0.002674,1.006962,4,32,1,1,1,4,7.270032,7.270032,12.027,0.196061,12.251,659.342,695.129
174,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00175.jpg,0.656764,0,0,0,0,0,1,1,0.656764,0.656764,0.000000,0,,,0.152955,38.451419,4,32,1,1,1,4,8.626273,8.626273,12.040,0.757405,12.237,494.086,531.567
175,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00176.jpg,0.668297,0,0,0,1,0,1,1,1.643842,0.668297,0.975545,0,,,0.000399,1.013689,4,32,1,1,1,4,7.766313,7.766313,11.824,0.767980,11.869,269.399,304.555
176,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00177.jpg,0.668347,0,0,0,1,0,1,1,1.668263,0.668347,0.999916,0,,,0.000003,1.000024,4,32,1,1,1,4,7.847268,7.847268,11.709,0.769087,12.072,534.802,570.291
177,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00178.jpg,0.709327,0,0,0,1,0,1,1,1.640076,0.709327,0.930750,0,,,0.002853,1.032290,4,32,1,1,1,4,8.014263,8.014263,11.913,0.807192,15.309,592.187,631.424
178,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00179.jpg,0.658215,0,0,0,1,0,2,1,1.625789,0.658215,0.967574,0,,,0.001633,1.007765,4,32,1,1,1,4,8.189727,8.189727,12.767,0.763381,12.556,385.086,422.425
179,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00180.jpg,0.605798,0,0,0,1,0,1,1,1.568304,0.605798,0.962506,0,,,0.000979,1.005139,4,32,1,1,1,4,8.123727,8.123727,14.752,0.716757,12.291,673.095,713.181
180,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00181.jpg,0.550273,0,0,0,1,0,2,1,1.487200,0.550273,0.936927,0,,,0.001429,1.012372,4,32,1,1,1,4,7.805832,7.805832,11.875,0.669153,12.061,518.420,553.845
181,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00182.jpg,0.788728,0,0,0,0,0,1,1,0.788728,0.788728,0.000000,0,,,0.163346,36.828744,4,32,1,1,1,4,7.562961,7.562961,11.781,0.560073,12.092,375.892,411.297
182,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00183.jpg,0.788538,0,0,0,1,0,1,1,1.788484,0.788538,0.999946,0,,,0.000006,1.000015,4,32,1,1,1,4,8.125328,8.125328,12.067,0.560521,11.767,372.063,410.909
183,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00184.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,7.416652,7.416652,11.540,0.284128,13.962,521.934,558.936
184,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00185.jpg,0.523828,0,0,0,1,0,1,1,0.523828,0.523828,0.000000,0,,,,,4,32,1,1,1,4,7.760839,7.760839,11.835,0.650270,12.620,659.229,696.843
185,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00186.jpg,0.566478,0,0,0,1,0,1,1,1.386039,0.566478,0.819561,0,,,0.007837,1.074997,4,32,1,1,1,4,7.512945,7.512945,12.188,0.692551,12.486,543.982,582.076
186,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00187.jpg,0.443635,0,0,0,1,0,1,1,1.327967,0.443635,0.884332,0,,,0.004251,1.008706,4,32,1,1,1,4,7.489676,7.489676,12.296,0.579804,12.277,645.211,681.379
187,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00188.jpg,0.443632,0,0,0,1,0,1,1,1.443480,0.443632,0.999848,0,,,0.000007,1.000032,4,32,1,1,1,4,7.768456,7.768456,12.147,0.582048,12.539,373.000,411.494
188,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00189.jpg,0.263555,0,0,0,1,0,2,2,1.180476,0.263555,0.916921,0,,,0.003634,1.001558,4,32,1,1,1,4,7.846260,7.846260,11.938,0.366958,12.027,385.964,421.429
189,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00190.jpg,0.332676,0,0,0,1,0,2,2,1.202689,0.332676,0.870013,0,,,0.004574,1.068842,4,32,1,1,1,4,7.487324,7.487324,11.905,0.607205,12.034,508.603,545.526
190,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00191.jpg,0.259763,0,0,0,1,0,2,2,1.218814,0.259763,0.959051,0,,,0.000904,1.017585,4,32,1,1,1,4,7.138713,7.138713,12.619,0.684670,11.956,471.682,508.941
191,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00192.jpg,0.365924,0,0,0,1,0,2,2,1.265744,0.365924,0.899820,0,,,0.004321,1.039729,4,32,1,1,1,4,7.753947,7.753947,11.981,0.603666,12.914,396.117,432.886
192,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00193.jpg,0.492157,0,0,0,1,0,2,2,1.461229,0.492157,0.969072,0,,,0.001089,1.008518,4,32,1,1,1,4,7.889728,7.889728,11.889,0.649060,12.218,464.988,500.831
193,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00194.jpg,0.436095,0,0,0,1,0,2,2,1.347754,0.436095,0.911659,0,,,0.005028,1.012278,4,32,1,1,1,4,8.435503,8.435503,11.978,0.622321,12.084,339.725,377.354
194,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00195.jpg,0.597317,0,0,0,1,0,2,2,1.519617,0.597317,0.922300,0,,,0.002451,1.027439,4,32,1,1,1,4,7.795361,7.795361,12.181,0.747485,12.844,598.360,636.299
195,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00196.jpg,0.627560,0,0,0,1,0,2,1,1.505231,0.627560,0.877671,0,,,0.005332,1.062668,4,32,1,1,1,4,7.881036,7.881036,11.876,0.770343,13.395,550.464,588.454
196,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00197.jpg,0.438060,0,0,0,1,0,2,2,1.397663,0.438060,0.959604,0,,,0.001573,1.010869,4,32,1,1,1,4,7.666484,7.666484,11.851,0.593267,11.810,558.102,592.999
197,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00198.jpg,0.454835,0,0,0,1,0,2,1,1.424390,0.454835,0.969555,0,,,0.001098,1.009864,4,32,1,1,1,4,7.219544,7.219544,11.667,0.616390,12.136,378.701,414.615
198,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00199.jpg,0.339172,0,0,0,1,0,2,2,1.279161,0.339172,0.939989,0,,,0.002819,1.027247,4,32,1,1,1,4,7.529094,7.529094,11.987,0.481534,11.907,530.390,566.221
199,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00200.jpg,0.345411,0,0,0,0,0,1,1,0.345411,0.345411,0.000000,0,,,0.238444,21.910675,4,32,1,1,1,4,7.670547,7.670547,11.646,0.328058,11.850,548.120,582.962
200,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00201.jpg,0.436217,0,0,0,1,0,2,1,1.407056,0.436217,0.970838,0,,,0.003443,1.004322,4,32,1,1,1,4,7.504472,7.504472,11.942,0.386191,12.042,610.055,646.829
